"cluster_id","cluster_id_program","progam","org","sources","n_sources","m_n_sources","c_n_sources","msheetid","street_address","city","zip"
"1fd4ef81-e904-4d97-b5da-16d964286014","8dd327d2-6067-4a0b-a097-b483ef997d99","Partnering for Healthy Parenting","Children's Home Society","M0018","1","1","0","M0018","4545 Premier Dr.","High Point","NA"
"20e47a37-91b3-4f67-9405-86d881b4ea0e","c4af96a3-631e-4ecc-8946-318675405c3d","Agape Psychological Consortium","Agape Psychological Consortium","M0001;  C0190","2","1","1","M0001","4160 Piedmont Parkway, Suite 207","Greensboro","27410.0"
"211e0e9c-5a01-4a5d-ae13-f2ff96d2b724","017c523b-141e-4496-ac2f-96423af0020e","Sandhills Center","Sandhills Center","C0217;  M0115","2","1","1","M0115","201 N. Eugene Street","Greensboro","27401.0"
"22a9cc01-ded6-4853-8965-43c949b66e5a","1c02a9f0-4c1f-478b-a8d8-e4400ea57a3e","Welfare Reform Liasion Project","WFLP","M0122","1","1","0","M0122","863 N. Raleigh St.","Greensboro","27405.0"
"2346622f-0dc7-40b0-a4bd-c9a581a89fbe","80d3393a-e6d0-4c2d-adb9-956e1a74d924","Greensboro Housing Coalition","Greensboro Housing Coalition","C0167;  M0055","2","1","1","M0055","1031 Summit Avenue","Greensboro","27405.0"
"24ff8ea8-6525-499e-a371-5ac58ce35e55","ee2592a6-2943-4693-8dd1-0b346a720523","Greensboro Child Response Initiative","Kellin Foundation","C0060;  M0076","2","1","1","M0076","2110 Golden Gate Drive Suite B","Greensboro","27405.0"
"24ff8ea8-6525-499e-a371-5ac58ce35e55","6e8f12bf-5359-4654-af3a-6ba443526c6b","Girls Leadership Edge","Kellin Foundation","M0075;  C0033","2","1","1","M0075","2110 Golden Gate Drive Suite B","Greensboro","27405.0"
"24ff8ea8-6525-499e-a371-5ac58ce35e55","df1f6212-b565-4a44-98d5-64d9d3c182e7","Lindys Kids","Kellin Foundation","M0078;  C0034","2","1","1","M0078","2110 Golden Gate Drive Suite B","Greensboro","27405.0"
"24ff8ea8-6525-499e-a371-5ac58ce35e55","ab549114-b8e4-4f0e-813d-680fa6781f59","Greensboro HEALS","Kellin Foundation","M0077;  C0225;  C0205","3","1","2","M0077","2110 Golden Gate Drive, Suite B","Greensboro","27405.0"
"24ff8ea8-6525-499e-a371-5ac58ce35e55","694b2f87-1759-466f-affc-3b2c7844e0e2","Treehouse Trauma Recovery","Kellin Foundation","M0079;  C0204;  C0061","3","1","2","M0079","2110 Golden Gate Drive Suite B","Greensboro","27405.0"
"25f096ce-e7aa-4b0e-adc6-7717a90fa6a8","9bf0bbf3-7373-4c65-9ed6-cbe99f49dfec","Cooperative Extension","NC A&T Cooperative Extension","M0180","1","1","0","M0180","1601 E. Market Street","Greensboro","27411.0"
"2a40de05-0951-4192-ae95-b85252d22b34","e2e50d7b-9422-4484-911a-b773b7cc9038","High Point Parks and Recreation","High Point Parks and Recreation","M0069;  C0031","2","1","1","M0069","136 Northpoint Avenue","High Point","27262.0"
"3388242f-7909-4f8a-b789-37db394bd52c","a0dd9a01-1dc4-45f2-925c-4e47b4fc3370","Mobile Crisis","Therapeutic Alternatives","M0117;  C0218","2","1","1","M0117","4270 Heath Dairy Road","Randleman","27317.0"
"34302d2f-a299-4799-a5df-78a6e65bacd7","fcb69dfd-595b-4d16-8275-2a1772bda51b","Step Up Ministries","Step Up Minsitries","M0174","1","1","0","M0174","707 North Green Street","Greensboro","27401.0"
"38680d2a-0a2b-4c6d-94fe-4fa0cfa6cde5","a577ca35-fb0b-429f-adfc-9f4bfbb5eb3d","Furniture Program","Barnabas Network","M0151","1","1","0","M0151","838 Winston Street","Greensboro","27405.0"
"386f8f4b-143f-4c60-b102-b98f5cd6358d","ea32c90d-1d40-4a45-928b-34e2d82e9006","Bread of Life Food Pantry","Turning Point 180","M0148","1","1","0","M0148","1606 Phillips Ave","Greensboro","27405.0"
"3a1f3585-a08d-487f-a7d2-6306852f8c51","3e2c54fe-38d1-4b06-9b05-b6cff4dd4b5f","Guilford County Transportation and Mobility Services (TAMS)","Guilford County Transportation and Mobility Services (TAMS)","C0234;  M0066","2","1","1","M0066","1203 Maple Street","Greensboro","27405.0"
"3b7b19bb-389d-46c7-a546-2ab8a7f803e7","1dea30b2-15ed-49a3-b76b-a401033e2789","Reading Connections","Reading Connections","M0098;  C0040","2","1","1","M0098","901 N. Main Street","High Point","27262.0"
"3b7b19bb-389d-46c7-a546-2ab8a7f803e7","8a431811-a7a3-404d-a26d-bd3877b46100","Reading Connections","Reading Connections","M0097;  C0039","2","1","1","M0097","122. Elm Street Suite 920","Greensboro","27401.0"
"4068b614-5b9b-4e5f-b572-b0bb2c2627cc","86da6c67-be77-4468-affe-3a4189dfdf1c","Blessed Table Food Pantry","Blessed Table Food Pantry","M0159","1","1","0","M0159","3210 Summit Ave","Greensboro","NA"
"430d1929-b6a7-4dce-a0a5-f2bb5895bf6d","991f3e15-a864-499a-8194-3699e1c772c2","Caring Services Inc","Caring Services Inc","M0179","1","1","0","M0179","102 Chestnut Dr","High Point","27262.0"
"4a90020e-a7cb-4d14-8871-317a0bcf2d72","91d8b086-7aaa-4398-8158-fdc186ee7172","Glen Haven Community Center","UNCG Center for New North Carolinians","M0009","1","1","0","M0009","NA","NA","NA"
"4a90020e-a7cb-4d14-8871-317a0bcf2d72","a96c00f4-66a1-44f4-bb9a-384e85ed109e","Legacy Crossing Community Center","UNCG Center for New North Carolinians","M0010","1","1","0","M0010","NA","NA","NA"
"4a90020e-a7cb-4d14-8871-317a0bcf2d72","af617abe-643c-45ef-8469-ca68ba86ca91","Community Enrichment Center","UNCG Center for New North Carolinians","M0012","1","1","0","M0012","NA","NA","NA"
"4a90020e-a7cb-4d14-8871-317a0bcf2d72","d6c0e0b1-ab9c-4eb2-a375-c9bacb7725d3","Oakwood Forest Community Center","UNCG Center for New North Carolinians","M0011","1","1","0","M0011","NA","NA","NA"
"4a90020e-a7cb-4d14-8871-317a0bcf2d72","2551a175-2c01-4ee2-8947-ece2c3056c44","Immigrant Health ACCESS Project","UNCG Center for New North Carolinians","M0014;  C0174","2","1","1","M0014","915 W. Gate City Boulevard, Suite A","Greensboro","27403.0"
"4a90020e-a7cb-4d14-8871-317a0bcf2d72","573cc866-f351-4f95-a2b6-56530bb91b4d","Greensboro Refugee Employment Advancement Team","UNCG Center for New North Carolinians","C0175;  M0013","2","1","1","M0013","916 W. Gate City Boulevard, Suite A","Greensboro","27403.0"
"4a90020e-a7cb-4d14-8871-317a0bcf2d72","6b343421-e90d-4bb8-8644-d3e318a6bcb7","Thriving at Three","UNCG Center for New North Carolinians","M0016;  C0173","2","1","1","M0016","915 W. Gate City Blvd. Suite A","Greensboro","27403.0"
"4a90020e-a7cb-4d14-8871-317a0bcf2d72","5de43c0e-7bc2-4c06-9109-1cd7dc78ce0f","Immigration Services","UNCG Center for New North Carolinians","M0015;  C0177","2","1","1","M0015","915 W. Gate City Boulevard, Suite A","Greensboro","27403.0"
"4a90020e-a7cb-4d14-8871-317a0bcf2d72","c0c2f083-f39f-4cd8-8908-89999c49fa8b","Family Violence Prevention Services","UNCG Center for New North Carolinians","C0176;  M0008","2","1","1","M0008","915 W. Gate City Boulevard, Suite A","Greensboro","27403.0"
"4dca8dbe-d844-4f12-b2b1-e6b33b7583b8","03f399cf-5188-4e59-90f1-5f21d22f3533","High Point Public Libraries","HIgh Point Public Libraries","C0032","1","0","1","NA","NA","NA","NA"
"4f072fb9-a0cd-46e2-bf8e-db05992e8881","0e2941aa-86a6-47f6-834a-0751dc4e0286","Al-Anon Alateen of Greensboro/High Point NC","Al-Anon Alateen of Greensboro/High Point NC","C0224;  M0002","2","1","1","M0002","N/A","N/A","N/A"
"4fb5e70f-e5d8-4543-8b40-53cc8d479ce5","9a238742-baa6-4e3b-a543-27ae150a0c29","Greensboro Housing Authority","Greensboro Housing Authority","C0166;  M0054","2","1","1","M0054","450 N. Church Street","Greensboro","27401.0"
"511ed968-c00c-43d4-b00d-d261c9af4fc5","c2637da1-d34b-4e42-b5c6-f3cec800437d","Goodwill Industries Career Center","Goodwill Industries Career Center","M0170","1","1","0","M0170","NA","NA","NA"
"56f94ce6-8e39-4b75-af02-89bb9ea02850","71ad2730-19a4-4578-af6a-3cca4db2677f","Family Justice Center","Family Justice Center","M0044;  C0056","2","1","1","M0044","201 S. Greene Street 2nd floor","Greensboro","27401.0"
"56f94ce6-8e39-4b75-af02-89bb9ea02850","1bf938bd-9552-4784-9575-54297d603a40","Family Justice Center","Family Justice Center","C0057;  M0045","2","1","1","M0045","505 E. Green Drive","High Point","27260.0"
"582accde-d184-4ccf-b250-16df43eab5ea","981a53f0-be3e-4103-aa8f-2490fcd4c70b","Partnership Villiage","Partnership Village","M0163","1","1","0","M0163","135 Greenbriar Rd.","Greensboro","27405.0"
"59682f3f-dcde-4454-b72b-360f0c2854ef","67393c3d-5fc5-4948-8d25-c2cd730a712a","Postpartum Depression Hotline","Postpartum Support International","M0096;  C0213","2","1","1","M0096","NA","NA","NA"
"59cb0996-4174-429a-81fe-06df98a5e325","62f23092-8c4b-4ab6-a518-d3785302bcf6","Latino Family Center - El Pueblo","YWCA High Point","M0132;  C0052;  C0186","3","1","2","M0132","155 W. Westwood Avenue","High Point","27262.0"
"59cb0996-4174-429a-81fe-06df98a5e325","2d624033-76c0-44ce-8fd1-fdef6b092974","Youth Services","YWCA High Point","M0136;  C0055","2","1","1","M0136","155 W. Westwood Avenue","HIgh Point","27262.0"
"59cb0996-4174-429a-81fe-06df98a5e325","492d529a-ba89-4a5f-9f42-2559f6b668ab","Womens Resource Center - Baby Basics Program","YWCA High Point","M0135;  M0134;  C0049","3","2","1","NA","NA","NA","NA"
"59cb0996-4174-429a-81fe-06df98a5e325","01492128-b3e5-496f-add2-a64762ae9f8b","Healthy Beginnings","YWCA High Point","C0051;  M0131","2","1","1","M0131","155 W. Westwood Avenue","High Point","27262.0"
"59cb0996-4174-429a-81fe-06df98a5e325","5fb9dafc-ef74-4213-9fd0-598d25b0f6d4","Latino Family Center - Hermanas/Hermanos","YWCA High Point","C0053;  C0187","2","0","2","NA","NA","NA","NA"
"59cb0996-4174-429a-81fe-06df98a5e325","f929e28b-9533-434b-8e9d-d08e8bfee084","Latino Family Center - The Lead Program","YWCA High Point","C0188;  C0054;  M0133","3","1","2","M0133","155 W. Westwood Avenue","HIgh Point","27262.0"
"59cb0996-4174-429a-81fe-06df98a5e325","8e9aee76-95b0-4332-b79e-7359f3a9c281","Adolescent Parenting Program","YWCA High Point","M0130;  C0050","2","1","1","M0130","155 W. Westwood Avenue","High Point","27262.0"
"59ce4430-e819-46c7-b5e7-32f8f10de70b","47e0d96d-201c-4d13-94be-e84be0fd85dd","Greensboro Parks & Recreation","Greensboro Parks & Recreation","C0023","1","0","1","NA","NA","NA","NA"
"59deb1c0-4f43-42af-9252-e5b8fb4861de","adaf310a-323a-4b4d-8aec-85a4d1f5ff56","PART","Piedmont Authority Regional Transportation","M0181","1","1","0","M0181","NA","Greensboro","27409.0"
"5fe19e9b-100e-41ad-8b33-89060d4f0183","326b3c3d-7657-4078-9bd2-d89e340c36eb","High Point Transit","High Point Transit","M0070;  C0235","2","1","1","M0070","716 W. Martin Luther King Jr. Drive","High Point","27262.0"
"648954c8-d7a5-48aa-86e2-e557ed5f2a30","4cec52cc-994f-4174-a22b-d0a03501befc","Vocational Rehab","Vocational Rehab","M0171","1","1","0","M0171","3401 W. Wendover Ave #A","Greensboro","27407.0"
"65d0890d-fc30-4647-9b68-5c521601cd59","68ebee12-e432-4cab-8891-7ee06e245f47","Consumer Credit Counseling","Consumer Credit Counseling","M0176","1","1","0","M0176","315 E.Washington","Greensboro","27401.0"
"69359add-28a0-46d0-9a8c-d4f5d6dfb01e","1236f969-1b54-48ac-af48-e3101019b99b","RHA Behavioral Health Clinic","RHA Health Services","M0101;  C0215","2","1","1","M0101","211 S. Centennial Street","High Point","27260.0"
"69359add-28a0-46d0-9a8c-d4f5d6dfb01e","cdb7ca04-05b1-46c8-a057-cd091209075c","Hilltop Comprehensive Substance Use Services","RHA Health Services","C0226;  M0100","2","1","1","M0100","211 S. Centennial Street","High Point","27260.0"
"697a7613-a826-4df5-b5a1-d5bdb5d8cc67","385f14c0-38d5-4289-ad01-e38e8c28848d","Career Centers of the Carolinas","Career Centers of the Carolinas","M0172","1","1","0","M0172","3225 Battleground Ave","Greensboro","27408.0"
"6ac1e385-4398-4d60-8b06-7323dca79d98","8f5e544d-506e-47e6-bf89-6cf66df11d28","Intensive In Home Services","Youth Unlimited","M0141","1","1","0","M0141","338 Burton Ave","High Point","27262.0"
"6ac1e385-4398-4d60-8b06-7323dca79d98","b309f0cc-2201-4b86-bc95-e354d2db0ecb","Outpatient Counseling Services","Youth Unlimited","M0143","1","1","0","M0143","338 Burton Ave","High Point","27262.0"
"6ac1e385-4398-4d60-8b06-7323dca79d98","66872910-b9e6-413d-8e36-eb18b2560ca2","Psychiatric/Behavior Health Medication Management Services","Youth Unlimited","M0142","1","1","0","M0142","338 Burton Ave","High Point","27262.0"
"6ac1e385-4398-4d60-8b06-7323dca79d98","40fcbcd7-7a95-4bf2-a666-cd17c3ca6933","Residential","Youth Unlimited","M0139","1","1","0","M0139","338 Burton Ave","High Point","27262.0"
"6ac1e385-4398-4d60-8b06-7323dca79d98","255226b1-18bc-49c1-a5db-8de8305f8e8b","Theraputic and Family Foster Care","Youth Unlimited","M0140","1","1","0","M0140","338 Burton Ave","High Point","27262.0"
"6ce29e8b-d631-44cb-b528-1f0ba17c882a","6f69d2d9-83d4-4a0a-8249-102642900f26","Emergency Family Shelter","YWCA Greensboro","M0128;  C0172","2","1","1","M0128","1807 E. Wendover Avenue","Greensboro","27405.0"
"6ce29e8b-d631-44cb-b528-1f0ba17c882a","5f0a6a59-e9e8-4d92-8931-ba31628a1bfc","Healthy Moms Healthy Babies","YWCA Greensboro","M0137;  C0048","2","1","1","M0137","1807 E. Wendover Avenue","Greensboro","27405.0"
"6ce29e8b-d631-44cb-b528-1f0ba17c882a","c5df6c68-a7c4-4d17-9d29-0cff3a8c3552","Teen Parent Mentor Program","YWCA Greensboro","C0047;  M0129","2","1","1","M0129","1807 Wendover Ave. E","Greensboro","27405.0"
"6e1fcdbe-9a12-4525-82f4-bec8c8580067","7359128e-fd42-43f1-a14d-fea893de415c","Autism Unbound","Autism Unbound","M0182","1","1","0","M0182","PO Box 41166","Greensboro","27404.0"
"6ea950df-1fef-408b-ba36-69e0f7bf0552","57be79f8-799a-457a-9ddc-1b6270531359","Freedom House","Freedom House","M0167","1","1","0","M0167","PO Box 38215","Greensboro","27438.0"
"73c27a0a-ef7f-4d69-9e91-075cf97b2e31","dca8f357-9890-4781-af2b-5232a693f32c","NA","High Point Medical Center Lactation Services","M0184","1","1","0","M0184","NA","NA","NA"
"74fbafcc-551a-4ae2-a0a8-41ccd51b64a0","430b54f6-8289-4cd7-a51a-477c6661616a","Dismas Charities","Dismas Charities","M0173","1","1","0","M0173","307 N Church St","Greensboro","27401.0"
"783701d3-7693-4b8d-9a20-b5ded7094b6a","15adea4b-b7a3-4926-a6bb-fcbbc4756903","Womens Health","Planned Parenthood","M0162","1","1","0","M0162","1704 Battleground Ave","Greensboro","27408.0"
"83f39ea8-7174-4565-8f09-928a18c8cf2d","faf63ddb-9c08-44c7-8d24-87a4cdba7d6f","Immigration Legal Services","World Relief Triad","M0127;  C0182","2","1","1","M0127","155 Northpoint Avenue, Suite 102","High Point","27262.0"
"83f39ea8-7174-4565-8f09-928a18c8cf2d","1ecaba6b-b553-407b-a524-d6a171a063c2","Refugee Resettlement","World Relief Triad","C0181","1","0","1","NA","NA","NA","NA"
"83f39ea8-7174-4565-8f09-928a18c8cf2d","58b377a9-98a7-48c1-966b-5d266270736b","Employment Services","World Relief Triad","C0185;  M0125","2","1","1","M0125","155 Northpoint Avenue, Suite 102","High Point","27262.0"
"83f39ea8-7174-4565-8f09-928a18c8cf2d","5ba80529-86e5-4a66-bb1d-c18af035396e","Anti-Human Trafficking","World Relief Triad","M0124;  C0183","2","1","1","M0124","155 Northpoint Avenue, Suite 102","High Point","27262.0"
"83f39ea8-7174-4565-8f09-928a18c8cf2d","df7405ec-2045-4170-a12f-4b395f149da8","Health and Wellness","World Relief Triad","M0126;  C0184","2","1","1","M0126","155 Northpoint Avenue, Suite 102","High Point","27262.0"
"85084081-a539-404c-987a-4dcb371e3bf0","ac245729-c599-4482-b33c-84a8303d8640","NC Pre-K","Guilford County Partnership for Children","M0065;  C0223","2","1","1","M0065","500 W. Friendly Avenue, Suite 100","Greensboro","27401.0"
"89d34987-c655-4b11-ba5c-68ed16f44eaa","60fc07de-0c9f-4441-8c52-ce25075f86b4","Wise Guys","Children Home Soceity of NC","M0153","1","1","0","M0153","NA","NA","NA"
"89f90b7b-1b9d-4736-b127-cd9563d23660","eee5c3bd-0a9f-49bf-8129-6175f212a6a5","Pregnancy/Postpartum Support Group","High Point Medical Center- Esther R. Culp Women's Center","M0068;  C0030","2","1","1","M0068","601 N. Elm Street","High Point","27262.0"
"89f90b7b-1b9d-4736-b127-cd9563d23660","cad05b74-b8d9-4858-91a4-9027a0987b68","Mommy and Me Classes","High Point Medical Center- Esther R. Culp Women's Center","C0028","1","0","1","NA","NA","NA","NA"
"89f90b7b-1b9d-4736-b127-cd9563d23660","0344ba32-62b4-45fc-8fd9-f2e5b0f82e36","Expectant Parenting Classes","High Point Medical Center- Esther R. Culp Women's Center","C0029","1","0","1","NA","NA","NA","NA"
"8c8f4d13-cf45-4071-bc15-e059216b0847","51e06816-1d61-4a93-8cdb-466be43593a3","Temporary Emergency Shelter Assistance","Sherri Denese Jackson Foundation","C0062;  M0116","2","1","1","M0116","125 S. Elm Street Suite 205","Greensboro","27401.0"
"8ca1bff0-efbe-42b4-9d11-762c12097c6b","3930af4b-4dea-4d8e-8774-5c05667799ee","Hope4NC Helpline","Hope4NC Helpline","M0072;  C0202","2","1","1","M0072","NA","NA","NA"
"8cce8042-28b7-42ff-b068-91296c0d30b6","a32b9dd0-2371-4970-adac-c470444af5d7","Greensboro Public Libraries","Greensboro Public Libraries","M0056;  C0024","2","1","1","M0056","219 N. Church Street","Greensboro","27401.0"
"94b3a861-c836-4885-99d9-a5b43b00aacf","bfadeb57-2a9a-487b-9c8f-0ee423b4631e","Mary Nussbaum Maternity Home","Room at the Inn","C0170;  M0109","2","1","1","M0109","734 Park Avenue","Greensboro","27405.0"
"9659e30b-422f-4c97-9040-803fef5fbe33","bb1e5833-ad35-4744-a2c8-9b57e4b20ac0","Kellin's Kids","NA","M0080","1","1","0","M0080","NA","NA","NA"
"967bdc6f-dcd4-46f2-8f1d-1a04d73c4e4e","a87a199b-7080-4859-9085-141246a26705","Greensboro Transit Agency","Greensboro Transit Agency","M0057;  C0233","2","1","1","M0057","300 W. Washington Street","Greensboro","27401.0"
"9729901a-536d-4db6-a008-fbb58b3f4afb","83709fa3-26d4-4be7-807d-562aa4638e2d","Family Success Center","Guilford Child Development","M0060;  C0027","2","1","1","M0060","1200 Arlington Street","Greensboro","27406.0"
"9729901a-536d-4db6-a008-fbb58b3f4afb","e6b2e293-6da8-426d-ab2c-e7f1f3f2dcf8","Head Start/Early Head Start","Guilford Child Development","M0061;  C0222","2","1","1","M0061","1200 Arlington Street","Greensboro","27406.0"
"9729901a-536d-4db6-a008-fbb58b3f4afb","ea63d5ef-64ae-4a90-90f5-c57a049feff6","Learning Together","Guilford Child Development","M0063;  C0180","2","1","1","M0063","1200 Arlington Street","Greensboro","27406.0"
"9729901a-536d-4db6-a008-fbb58b3f4afb","1155f3bb-0c72-4f91-87fe-12763516a532","Nurse-Family Partnership","Guilford Child Development","M0064;  C0025","2","1","1","M0064","1200 Arlington Street","Greensboro","27406.0"
"9729901a-536d-4db6-a008-fbb58b3f4afb","d98748e7-efb8-488f-8e73-8dbc6fae3a44","High Point Opportunity Center","Guilford Child Development","C0026;  M0062","2","1","1","M0062","2039 Brentwood Street","High Point","27263.0"
"9729901a-536d-4db6-a008-fbb58b3f4afb","81d4fc5b-b764-4ddb-ad44-82cc50af75cb","Child Care Search Tool","Guilford Child Development","M0150","1","1","0","M0150","NA","NA","NA"
"97550ce1-e4e5-4f5c-9d41-9d785c87090d","662f502a-aef1-4930-9ff0-d046c1cc96a2","Outpatient Treatment","Triad Behavioral Services","M0161","1","1","0","M0161","NA","NA","NA"
"9a7f71d7-baab-46c0-af86-2bc8aa7cc163","d229b6b7-fdfd-47fb-8325-c75e9056a923","Malachi House","Malachi House","M0168","1","1","0","M0168","Po Box 3171","Greensboro","27402.0"
"a73c8497-7de5-4038-88ae-b4f5e3f84543","dbdcf064-a3b2-48d3-8f8d-d56daf4ef933","NC Works","NC Works","M0169","1","1","0","M0169","2301 W. Meadowview Rd","Greensboro","27407.0"
"a7790b1d-67d7-482b-9e87-8867d0a6bac9","47d2902f-1347-4dab-b1b7-bdefa0568641","Emergency Food Pantry","PDY&F","M0147","1","1","0","M0147","2207 E Cone Blvd","Greensboro","27405.0"
"b065726f-b0bf-4b7b-9514-e0d5089b1392","ca56fe9e-882a-4c27-b68b-5a90cc8fb6c2","Triad Career Network","Triad Career Network","M0175","1","1","0","M0175","NA","NA","NA"
"b1675b23-a7ce-4cc7-9985-dced82471d0c","e6b69a52-0c25-471c-b2b4-dbab5c50d159","Indiviual and Group Counseling","UNCG Psychology Clinic","M0138","1","1","0","M0138","1100 West Market Street in Greensboro, NC on the 2nd floor","Greensboro","27403.0"
"b343b89a-1575-429b-a392-46e4f841d0b5","4e7dc906-f51c-49df-8b23-b74a40f9c924","Care Coordination for Children (CC4C)/CMARC (Care Management for At Risk Children)","Department of Public Health","M0038;  M0027;  C0008","3","2","1","NA","NA","NA","NA"
"b343b89a-1575-429b-a392-46e4f841d0b5","ec66c9a0-d8ba-408c-88ae-6fcb3877e7ba","Adopt A Mom","Department of Public Health","M0026;  C0007","2","1","1","M0026","1203 Maple Street
","Greensboro
","27405.0"
"b343b89a-1575-429b-a392-46e4f841d0b5","6f5c0efc-4c80-41d5-bf89-537ab46003a2","WIC","Department of Public Health","C0064;  M0030","2","1","1","M0030","501 E. Green Drive","High Point","27260.0"
"b343b89a-1575-429b-a392-46e4f841d0b5","d760b825-b0f1-49ae-9e99-aa22c907e0c5","Case Management for High Risk Pregnancy (CMHRP) formerly OBCM","Department of Public Health","C0010;  M0041","2","1","1","M0041","1100 Wendover Ave.","Greensboro","27405.0"
"b343b89a-1575-429b-a392-46e4f841d0b5","d173e312-dab8-4a32-8457-d881b5a4d73e","Children's Developmental Services Agencies (CDSAs)","Department of Public Health","C0009;  M0028","2","1","1","M0028","122 N. Elm Street","Greensboro","27401.0"
"b343b89a-1575-429b-a392-46e4f841d0b5","8d9f2572-db68-434d-a79a-46355ae03e4d","Guilford Family Connects","Department of Public Health","M0039","1","1","0","M0039","1203 Maple Street","Greensboro","27405.0"
